book_id,price
66e0f1cc-f723-4c3c-acec-db6521f19aae,61.01
6d068b6e-be84-44e1-8746-92e954f79e3c,76.64
6c0eb6e1-8ef9-4be0-990b-abdb25db6508,33.92
6fbca618-27b7-4cd1-b257-57173cdcc52d,96.68
6d16a10a-3715-46e5-a0e9-d51a425a0c7d,44.47
6e4ca28a-38ce-4ce4-a551-1b449200a43a,47.16
66b62686-53f6-46cd-86b7-e891ab42b63f,30.03
60585738-f7b3-4c54-9e1b-583be1bbf576,89.78
6b0ebaef-55fb-4a16-ab9e-498ea31c5d27,22.1
679104a5-75da-474b-8fd2-60de185e2580,43.16
60b40aa9-ec8c-42b6-ba53-5aed8d404214,23.7
60840579-3e21-4bca-85dc-0920c56cc481,95.72
61e73b2d-81f3-47be-a7bb-128ba7787e79,25.33
6f0477bc-ed09-471e-b4d6-8042f21d03d2,64.36
6b362678-bb39-4565-afe6-bb1179495d7a,52.93
6d431d2f-0896-4281-ba6c-1f1f857ff6e8,85.14
6fc2315a-a95d-48e2-93ed-bbfedee2b6a7,18.06
634b5efd-22f2-49ca-90c6-e4f5a001f8a7,6.37
6eeed074-f24b-42e6-b449-47031cdc2b08,67.67
653c7c48-ee69-41dc-9d53-7b93df78776a,88.87
60f070f9-2db7-4e7d-8275-d54a9e8f40a6,73.6
6e1e6d59-387c-4b08-a1a3-40d5a48802f9,20.78
68ed0e10-0701-4869-9f62-92033785f86e,74.33
6608c762-13d4-4145-bcc5-5a8f835cb300,10
6c8fdf6d-c246-48ee-97a4-1a2b79580ece,92.16
6699c1a5-1454-499e-84a8-71815e4c18de,33.78
6a3933c6-563b-4f9c-a1a0-e80bfab7f1e9,68.34
634d050b-f024-490e-8e30-917efbe7dd51,51.55
6536acaa-b903-421e-9deb-57f7503d4ba9,80.14
6493077d-e8ee-44d8-a585-3cb5bfd17b4c,71.43
6f367392-f5ac-42e0-b636-06e2b24b97bb,9.31
64748f5a-ce89-4d29-b84c-15a91c559222,37.6
6749b825-eea0-4e87-b63f-113c331109d8,91.77
6ba9c1f4-e183-4eaf-a35f-d8f22047a7b1,59.14
6832db51-1caf-4cc1-9e14-72155ca65c43,91.02
6144f447-c776-4cb3-aa8e-17ea446819b3,11.5
672f21b5-a29d-44ad-b00c-26bb6ea54909,50.97
63f963ee-fe0c-4b88-be03-552632b63d55,74.58
68f7a193-a48d-4bdd-a95e-c6eb5b5d0f24,89.31
695f8bfa-8ada-4833-a77a-5aa75b2e1f97,28.36
692ce314-8739-43e3-973e-cebb098eaa56,99.5
6c1c2ee4-1e39-4961-9371-9c488de2d028,57
614eb30d-1716-4d62-b4ff-27fe8cc673c3,66.79
605dfb7e-7812-4eb4-ad05-9e60e64a32be,63.12
62ec8110-5ebb-4c93-b5a8-4707e4217619,55.63
695eef74-7da3-4ad4-8fe6-736ada31b13f,97.12
65246d2a-8ae7-48e1-8b92-97ba18b9e6ac,75.82
68276e2d-c352-497a-936c-837b57b6675a,10.42
6f7fe04e-cd45-4581-8d9f-57617d2ed24c,39.26
69bc5429-998e-4279-a27f-fd3826f68f0d,19.49
6fe8bb27-84e1-4aa6-a76a-e7f5c2ce08b5,64.2
60aaf181-1446-4129-aa39-3071910075d0,50.15
6746081f-37c7-4bfe-be3e-bd5739ab0ec4,34.04
69e8b540-5ae2-49b4-af48-b9a70b0c6d4e,8.76
68e88af5-efed-4947-8a69-961f8bbcb97c,41.66
66e34576-0988-4933-a9ca-497ae84ce9ac,68.99
677e9069-849f-4132-accc-2aa7ee067bd6,72.65
66058c5f-d646-4dcf-8872-6bbde5d29c01,72.44
6ee1c25d-483e-428a-8374-70c0598f1348,25.97
67caacb0-4bec-43ac-86ae-b007761c661b,88.72
66027106-a179-4bc8-a0ee-7ae5f4df39f5,98.15
63de033b-b7f6-40ee-bfcb-8f17c1f74ce6,58.13
60b49709-6c66-477b-8b15-29c5f197d854,25.8
680e7ee4-b781-429c-90fa-288eadb41691,60.81
6042849d-322a-4bcb-b905-0e753c13109c,40.03
6dc9cb60-a95f-46e8-bfc5-948a0a868f83,20.28
60a1c68b-046f-4e05-b615-52995cc71a0d,64.55
61756035-4ca8-454a-8465-be4d3398db99,92.45
6c63c6fa-e793-4607-acb7-e3714bdcc16e,15.64
6d4b10f8-5077-4863-8f82-6904de309e45,24.04
60ff8b20-8cd6-47d9-b56d-181e4d1df20c,33.21
6bf1ce12-32a3-4768-8ca0-ce021c2234dd,64.6
67877670-23ba-442d-9240-9a2a9290f128,13.83
66125afe-54c3-497d-8741-8de813ab857e,49.13
63973087-76e2-4ae9-8d43-acfa9dee7064,61.45
6a2a90f9-cc9f-45b9-9679-a1f05f84fd69,6.75
6586967d-7882-40e1-94d3-197383cf756f,65.94
6c26a948-9da6-422c-a2f0-265ba9028b7d,8.67
605454c1-d9a6-44e2-bf7b-9a291de22367,64.68
6c1da9bc-c212-4629-8e7b-77bf74f8b22e,58.25
60655c0d-ee10-49b6-9a3f-e176e46d0c18,25.78
66d65122-9e53-4392-ab53-5257126b20e0,88.6
6ebac573-db3e-47cc-9bf1-b129720ba965,5.06
64c57b0e-e3b6-4ccc-a3ea-003074f2b97e,67.69
6ec341f0-4008-49df-86d1-bca987daff5b,61.17
6930d156-f37b-4d2c-be49-1f2d70b4409c,60.04
6740e8ac-5c96-420b-b1ce-62a29c63ef09,47.28
627751fb-78c6-45a7-968c-f7cd5612f107,90.91
6ede9aa8-929d-4e93-bbed-da2eff854d7b,60.8
6045628a-8a21-48b9-a27e-77749aed9230,19.51
639e1279-845b-45ef-975f-94b29534d232,18.16
6de6de54-e25f-4f33-baec-be00d1a3033f,54.25
62d41bd6-4455-41ee-8c87-c8aaa83a4912,54.9
64a3b808-37b8-4f68-868b-86cb0622ba26,34.56
6cde03af-a739-469e-b2ca-4e57fb5ede5d,31.4
6f0661c2-1af0-4c84-a552-bd62482bea81,23.48
675b4a4a-b4a8-49bd-aff5-bef4d6d14cb0,60.73
64778a91-abbc-414a-9f75-f3c320acbd96,90.32
6374fb3a-ddf2-4359-9ed3-aba96e45ff30,19.83
66fa0775-493e-4c3e-88b9-abe8794e212a,68.23
66c0bc94-5cea-4b97-a075-2db5e1dae439,46.25
6c7ee468-a46a-4c9c-ac38-ad92eeebf874,73.64
67069b8c-0b2b-437e-92aa-836fe3cb7dda,61.64
60f40b38-bd7b-42cf-8cbe-47835159084b,22.87
617a6cbd-b930-4c57-a8b8-52900879598b,25.34
6eace973-484b-4a85-bcea-cd240d156eb2,5.22
624eb309-0331-4b9e-80a2-401238257de6,1.46
60108bbf-a151-4f16-9175-4e2eb7f2eb26,18.76
69c3bbb7-5a06-4242-96a5-aea7e72598e2,30.26
6d179a14-2a64-41f7-b68b-c8be0976a5e1,60.88
61817571-1c78-4c1b-bcaf-7e88be8a365e,72.62
6f07ef38-b8d2-46b7-8430-0c322ce62197,87.28
615db03f-decb-4430-bfec-bb85f88b129e,89
6a3db3b0-5de0-4ac0-b19d-e718cb09076e,53.69
68cdf64e-2d51-4fce-b0df-27a524dc031c,93.17
6e15f8d2-f71e-4277-b8ee-dcbf055efa88,93.75
6b18d3b0-f407-45d4-958a-5201e5f7779f,33.59
6a42bcb2-98c9-4503-a9ee-d268b5d7846c,71.22
6361d615-bcd6-4716-b3b0-7dccc47211ba,97.77
65b34d47-fad1-417c-b95d-278628712596,28.58
6ee6e28c-46aa-481a-8dcd-ca5379989533,72.99
605fa272-96d7-428b-a70d-357f4775e56c,32.56
62da2b80-ea97-4ca9-a06c-3a963b5890c5,96.09
6f53b6e3-d5c2-4dc9-a057-ac7da8e3b38f,69.55
69a9eb6a-c139-49ad-9761-12eae5b364c3,18.11
6ea78bd8-2990-4d2a-b095-98345f0b9f84,52.44
644f4330-1959-4309-a3ab-cf12092c3f82,94.45
6d65d5aa-6a01-49af-9311-db39acba6f77,98.88
651f44e3-8cf9-4c94-90da-2172793d2d4c,85.68
6fd3f190-e0b3-4b8a-9cc6-9a83fec638f6,12.76
61ee4c1f-e68d-4b5c-bfe4-524a655e3912,28.43
6a7670e8-82f7-45a9-9c7b-99fedf62ea9e,62.57
69eebeb1-0c84-4c35-9088-bedd4dc81329,9.99
6b589ae1-fd24-4c84-9561-d7db4dda1cf2,17.07
6b161bcd-e656-4cbc-83a6-33f9aae21f79,24
67868b36-ae7c-4b26-8275-676d28331708,74.6
6f3aea1d-b073-48f1-af76-88091a470d52,78.82
6fa4c2cd-10ba-46cd-99ad-a8df38b28492,14.17
619223a2-ef53-4c2b-8ff6-8c9d042282c8,61.27
62da622b-5256-4d2f-8400-d823e6b5f13c,61.53
6215ebea-69ec-480e-b257-ebc7eead762a,18.12
611e4ed6-1c89-4b54-b903-ca8ea977d628,70.82
62c082e0-0d1a-4202-bb58-6271ba92e3df,6.48
67cb591a-0ea3-4712-984e-ccb2ca931b2a,65.34
63e27cf1-49bb-48de-ad81-62086978d009,86.85
6b455052-2b8a-414c-bdf2-1a0b75c07b0c,15.03
62ca5126-0bd5-4b75-97ea-f883073d99b5,83.86
683395c3-3aa9-4211-9a3e-37d4bab9b9c8,8
666d0d37-6ecd-4d88-8944-1ecb60ecb7a4,56.87
6d844c8c-3533-432c-a5f1-dd6f49d8c1c3,28.41
6224eaea-0096-4146-a68f-bc57bc292d9c,57.93
6ad990e4-95ef-4b09-b0e8-72acd0b90f8f,13.52
63c43879-bc2d-4801-b5c9-0efeeca93e1a,15.18
62792da1-c8ec-4a2d-a43e-c6c2fdd0cbd1,27.35
6264d686-6b06-471f-9fb2-35985ce95c7d,69.91
6f167ac3-e409-4f4d-8ab4-b17ba4e8af15,12.09
68128509-24af-4b81-9181-cc20a29b63ff,37.32
6178711f-018d-4aa9-9358-1d49614fc102,30.92
67c59c08-9204-45cf-ac0f-3677f1b7a55a,4.53
6ca32977-e199-4973-ac65-4f6e95ac2e5e,13.36
62b29aab-5154-4f3c-8d8c-83546f05209c,57.32
685340bc-0399-423c-bc24-8ab040dc3b5b,60.82
690dd1a3-3616-415b-9e88-03b647b6c25b,1.52
6e847eed-e2d4-4b96-b9b9-01712d344375,97.05
65476f69-637a-473d-b112-9138a1c667f5,2.1
6d89e349-0f7a-4113-a0b6-aa988934ad5b,86.1
6bc721e4-0814-4081-b58f-5b5ae3dfbc0d,78.35
63d89c3a-93a5-4500-bf30-b6cb51047415,56.16
6dae1c62-016e-4c32-ae09-d1a09938a4df,42.75
61d36c77-87a4-4a7a-ad05-54f6e80a9eed,87.53
6d051611-b685-4641-b4d0-896bdb19acbf,59.78
67fe3014-3e28-4708-887d-a501a6034688,28.14
676e4bdc-9925-451b-b569-36c5c5f89554,89.75
64e63eee-4f4b-4c72-a97a-103f015960e5,18.87
6b91e8f8-2e65-43c3-8240-76086f6a92e4,30.38
65a8952d-e81f-4d55-aaf0-eecbe41f1ee1,99.35
6ed8c75e-1949-4a16-8317-52c663608dfe,60.16
6bb1c375-3004-4f72-a63c-b20ea577c9a2,13.97
69cfba53-1c21-49aa-95c5-4e6f3376433e,23.24
6348a1e9-594d-4b48-913e-754094833899,78.63
62a0b747-1ec7-4e09-be6b-d81f09081273,68.64
67dd851c-5451-4ab9-a711-2ec0423a83cc,34.22
65699261-72eb-4532-bf91-7d1e5d738e48,42.9
6f9725a0-614e-437b-8aa1-878968f9f2dd,29.46
661bbbfd-b87e-4f4b-a93b-3a2b4e5b6ad1,1.27
692918e5-2047-402d-858e-74ac8c5a7be5,1.18
637453db-6aee-4701-816d-5c3ef08393e9,60.58
689541d3-5803-4976-8798-c593ac54a15d,45.11
620ab073-1fd7-4c8b-93b3-0196286f9af8,45.05
68e69db7-3388-4413-9e84-ecc44a384631,44.4
6a72d275-7091-416a-aea5-9e2131372fec,92.42
6a0f1a82-cce6-4b75-a7ed-6a6232cc749f,76.41
6d410c8f-82ce-4f82-909d-ea1d8fe80a8c,32.33
61cbfaca-0582-47dc-a5cb-2a2783862f93,65.19
6541fed5-ccd1-4e8a-b121-b39b5e1157cf,84.2
68c401b1-3454-4da9-8552-cf8b5d02ca6c,54.54
60e6205c-33f6-4c92-9114-9d5d9b86e7d6,75.77
6e1e91d1-342d-4f59-b26e-52ff172c6fec,10.15
6cd5d6d6-b14c-4b45-b211-a12f9cdb6e2d,20.79
6d185304-7932-4563-83e6-846f0e8bbc77,74.07
6ae3d2a6-4e65-4eda-a930-67ebb91d8ce3,43.98
6e12292f-906f-474e-91b3-1240941e9518,15.53
63ed1be2-5d97-408b-94dd-1defae1b001b,1.97
68e0bff2-6d88-4072-b858-20d66ba316f4,84.42
6a5fa5b3-6997-40d8-a1de-344e3ccddc8b,8.01
66b97a90-b0a8-42a5-8631-2edbcc1f80e0,15.92
6268a7d1-2ab5-482b-876b-cb97e3e8e8bf,83.29
68cc5409-bf31-453a-b72d-e230bfb9efe0,1.85
6cbb4996-ea08-43f0-9f92-36715054d0cc,85.25
6c4a0731-706d-40c1-a564-fa6775152c09,44.45
673dae80-f845-4f89-bf72-d3fe4826d3c6,27.98
64e31dc5-8f71-4198-9054-8166c003858c,77.41
6c0424f2-87dc-4a59-a566-9b4b224e981b,27.79
6eb56dc1-988a-47b2-a909-9eaecf990688,89.82
65486693-49f1-469e-bda0-275e0f609b88,45.32
661b93ec-43a6-41e1-9bbb-0f98ec277bfe,88.32
69a29465-1207-4255-b0ce-964e157e27c7,62.45
6eba1bf4-2256-42b8-b15e-3f6ab3636742,76.6
601e166f-7def-48f0-845b-07cc304119cf,58.51
6c00ac44-b62a-42a8-bb77-a8ed7a204ec4,26.6
6b053e3e-6a62-4ece-9aa7-9d94e9366691,25.22
604d8092-cbde-4cdd-84b8-5065de82257e,54.55
6fb7d826-c502-4267-8595-1ab163a4b687,87.65
65f026bc-f9b1-4a82-92a8-6070bf4aa516,43.24
6f538f96-d2aa-4f00-90b3-6626debb6d2f,92.69
6776f3e9-3439-4dfc-9ca8-1739f183f0eb,43.69
6e0c4f4e-37f1-4119-9b73-fe311ebfd5e8,35.39
6896956c-7cbe-4746-9882-b69f90c71bc2,29.45
69c6343e-ec67-476c-87db-caf1db16647f,81.02
656d3019-4415-4f0a-bafc-8fb5ae1ad5b5,60.42
6cef64d8-fa67-4167-bfd0-5ec792bc5a54,93.49
6f3df6a6-d6ce-4256-926c-4ff6404f5616,32.19
643bd176-2f11-47d8-b968-38383eb0f761,78.11
66ffc687-3ae6-4c1c-9b65-22aff491bdf0,63.65
6491e279-8a9e-45d7-a640-5aff399dee22,73.22
6aff2ebb-55b4-4948-816e-521ab5de6b0f,7.95
6edaa3fb-7763-4c95-ab70-0f2cd98d5674,64.18
694510f5-376a-4342-8fee-9ff34c9a6c8d,61.26
6107bdaf-9fab-4f46-b6e0-8f643ed8f97c,12.75
6ad28521-685d-406e-8042-ee5854183679,59.71
618e4c68-b4d1-4516-92e6-118aa6ae6a09,96.57
6c114576-7d5a-4785-bfcf-f0a2196d02db,73.36
62271406-073d-4d69-baf4-31342897cb66,22.91
61b5a0f2-a8fe-496a-a0e8-2d8f8a7e4cd4,58.56
6144afbc-dac4-44df-8d11-ea02cffbbe75,50.41
60a3eca1-1761-40d0-b4ef-6ab09e9dd7b4,37.5
6184a4a0-1b73-4fac-a0f2-85ee7e5cdfd6,31.5
6718ca71-9ae4-41c4-82de-3044fb82a780,76.47
6628be87-7b7b-4efd-8cad-4cfcc1c11bc8,37.71
6743d6a9-981a-4bbe-8f19-63fc53ae1278,40.84
683f7568-ac4c-4d5a-b379-b7c4bdbed4e9,83.62
6ddb6d91-382d-4915-9fe3-7f5c5b977cff,11.56
60e3acb5-8a29-4ed1-8c8c-6314faca5dd6,11.08
63d8b61c-f06d-4db9-b83b-86246962ae13,68.29
6e24d24d-4022-4d5a-ac19-03f4a755562f,39.68
6f3a6bc5-2368-4615-9987-fee14be22dde,78.39
66c789f5-7c1a-45c6-92f3-69f45dd27187,98.2
69bb0196-c3cb-4ce0-b01c-0becf7e1cfc1,85.62
6e9c5c49-7972-4ba8-b45c-d70ff5b86606,48.02
6214d978-52d2-4d37-b65c-d424ceeffcb0,61.01
631d85d3-dd1f-4a5b-8b04-609c20ebc919,73.37
66ffac6b-75b6-4539-8c42-248a98001fa7,40.88
6c0558e8-e909-4527-b7ac-e82bcd70978d,98.24
64362654-2cb7-4226-bd05-6d7ca2461f49,72.9
66a9f392-829b-4f0c-b7c1-5b5eb1d624a7,14.82
6391f8b1-c53c-4cef-9b04-dc2d4f210248,60.5
667bee61-2393-452f-8f8d-551fdece1410,90.27
69d585cc-d143-4e88-bc44-e0c787a399b0,83.66
642e3984-a94f-4041-a975-39d16cff03a6,47.1
6f19506d-ce72-4bb4-803b-a7c42889f443,36.8
6b937850-8cd1-44cb-a7e3-7bab1ba7226e,63.9
6a943c2c-e5c3-49f6-a513-a90732f762d0,25.7
6e4af0e4-2d61-4093-a428-5d1d8fcf9ef7,97.12
6e8f13d6-dafa-4787-9b82-6d91ea1b8c54,17.38
694d13a5-f144-4ae5-86b4-38dd810abe43,8.18
619b8631-b2cd-4bb2-9271-66fee3cc5e16,92.03
6aa8041f-52cf-4923-9be7-c1c7a1f65296,34.51
6a3b86c5-8952-4d97-af2e-386747e4b0a0,1.5
64596751-2279-41a4-b506-6a362eef8bbb,10.63
6bcf7af1-398b-48c4-9e36-2451a41d85d2,20.1
6a4d3127-b12a-4a03-a705-5601c5e5038c,62.28
67e2aeea-653c-4684-b4a2-587a20999cf6,73.7
66215be6-62b0-45ac-bae7-c8bda2211da6,42.13
66dab8f6-276c-427d-8ec3-562830c8f238,69.88
6d9e80c8-dc1f-4506-b5ac-115e93aa1375,12.63
61e65bf5-abb7-4d08-8b2b-39ce9f208bff,23.92
6f0e7332-b2ca-4316-8d9c-d0a12f1723c0,4.44
63ab8b5a-a997-4e49-b470-fd7e8acd3348,49.65
6dd2fb2f-dadf-4f11-9c71-b23f687b09e1,96.57
697fff33-1db8-4445-9ce7-bc3fd266c35c,64.71
6e1db3ef-6e23-470a-aae7-41c0a74ceec8,9.65
67990ced-c448-4685-97bb-32a0b42f8d8f,14.17
60c37d60-2db6-48af-b670-9fc85d388203,71.1
6fe42d25-b7fe-4bb8-a644-7e4f6c11b813,47.73
67f8da70-1079-4182-adc8-93a5299bee24,93.36
66bd415b-604b-4b7d-89bc-354de084a9be,17.62
663d65c1-3d72-48b4-9d17-44efce57b4e6,6.01
6b72cb1e-6997-4856-a484-65e101f8b4a5,94.33
60213589-86fa-4f55-9253-63216622c2a6,77.74
6c2af8f0-5434-4693-a556-4dbcaaded2cd,79.16
60096fa7-3466-4d94-a728-db8fe7ee6757,8.73
6cc15d67-2697-4e99-ba97-cf90409e40bf,83.49
6880351c-4dd4-4df9-8cc8-4a0250883707,59.83
65ecb7f4-47eb-4b85-8adc-48011aed0de2,87.61
68bea37a-4647-493b-babb-3520f10be280,65.43
60cab452-9b37-43f0-a35a-90afef0669f8,48.23
65795bea-96ee-46d2-b6e4-e691746bf28f,86.2
6dbdf607-c540-49f1-bd5b-3cb736e2ff2a,33.94
6c224af3-9486-4c2d-a5df-c8baebbe2f37,11.78
6b76a2ea-1027-4d66-8b92-7e07f145763b,57.74
66f946bd-6f6d-4ba1-bb6d-6975d6691062,46.97
6326e6c1-f8ae-4a06-9d97-26319fe4f2c1,95.62
645e8f7c-bd0b-455f-889b-13a4275c6edc,14.59
6b19114b-70e9-479e-b927-2a900ff1499c,73.36
616229a5-a619-464a-b357-22cf52b5d444,22.71
6ce90599-8b87-4882-921f-980bf81e2e55,99.31
68f4c154-8b21-4e51-b2c3-b5aed57d13e6,71.81
6924b68e-0d56-4730-9556-03d8858852be,23.3
6947de73-d4e5-4e93-901f-bfac198c4d89,67.81
67314334-e969-4dee-a996-2165c51be7d1,41.31
60449e35-7ad5-48f4-8d51-d3b56c6a4eab,3.7
67918ad2-ced5-4977-ac96-92c4afcc5a4e,49.32
6026fd58-2b16-4c2f-8222-60ebf3b59da9,89.95
60aa0de0-9455-47b6-a19d-f31651402506,83.31
6d3a8232-114f-4ff7-9205-db28447b7adc,29.63
